m,TagName,
"2016-11-01 00:00:00","java","15642"
"2016-11-01 00:00:00","javascript","20514"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11940"
"2016-11-01 00:00:00","python","14179"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4362"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2795"
"2016-12-01 00:00:00","c#","10683"
"2016-12-01 00:00:00","c++","5224"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13840"
"2016-12-01 00:00:00","javascript","19800"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11473"
"2016-12-01 00:00:00","python","13046"
"2016-12-01 00:00:00","r","3150"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3928"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2758"
"2017-01-01 00:00:00","c#","11695"
"2017-01-01 00:00:00","c++","5647"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14561"
"2017-01-01 00:00:00","javascript","21394"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12616"
"2017-01-01 00:00:00","python","14269"
"2017-01-01 00:00:00","r","3489"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4337"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11488"
"2017-02-01 00:00:00","c++","5167"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14559"
"2017-02-01 00:00:00","javascript","21182"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12492"
"2017-02-01 00:00:00","python","14771"
"2017-02-01 00:00:00","r","3677"
"2017-02-01 00:00:00","ruby","1626"
"2017-02-01 00:00:00","swift","4056"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2969"
"2017-03-01 00:00:00","c#","12990"
"2017-03-01 00:00:00","c++","6221"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17303"
"2017-03-01 00:00:00","javascript","23706"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14045"
"2017-03-01 00:00:00","python","17122"
"2017-03-01 00:00:00","r","4603"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4613"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2852"
"2017-04-01 00:00:00","c#","11088"
"2017-04-01 00:00:00","c++","5875"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15924"
"2017-04-01 00:00:00","javascript","21227"
"2017-04-01 00:00:00","perl","370"
"2017-04-01 00:00:00","php","12408"
"2017-04-01 00:00:00","python","15638"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3914"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11976"
"2017-05-01 00:00:00","c++","5299"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16333"
"2017-05-01 00:00:00","javascript","22382"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13028"
"2017-05-01 00:00:00","python","16178"
"2017-05-01 00:00:00","r","4316"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4092"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11300"
"2017-06-01 00:00:00","c++","4685"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14622"
"2017-06-01 00:00:00","javascript","21568"
"2017-06-01 00:00:00","perl","313"
"2017-06-01 00:00:00","php","11741"
"2017-06-01 00:00:00","python","16017"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1416"
"2017-06-01 00:00:00","swift","4197"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2049"
"2017-07-01 00:00:00","c#","11201"
"2017-07-01 00:00:00","c++","5021"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14136"
"2017-07-01 00:00:00","javascript","21606"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11767"
"2017-07-01 00:00:00","python","16909"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4346"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2043"
"2017-08-01 00:00:00","c#","10952"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13749"
"2017-08-01 00:00:00","javascript","21337"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11633"
"2017-08-01 00:00:00","python","16457"
"2017-08-01 00:00:00","r","4569"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4178"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2102"
"2017-09-01 00:00:00","c#","9872"
"2017-09-01 00:00:00","c++","4469"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12747"
"2017-09-01 00:00:00","javascript","18987"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10683"
"2017-09-01 00:00:00","python","15447"
"2017-09-01 00:00:00","r","4221"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3768"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2782"
"2017-10-01 00:00:00","c#","10235"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14006"
"2017-10-01 00:00:00","javascript","19859"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10817"
"2017-10-01 00:00:00","python","16933"
"2017-10-01 00:00:00","r","4541"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3900"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9792"
"2017-11-01 00:00:00","c++","5034"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14175"
"2017-11-01 00:00:00","javascript","19405"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10588"
"2017-11-01 00:00:00","python","16965"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3666"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2195"
"2017-12-01 00:00:00","c#","8606"
"2017-12-01 00:00:00","c++","4459"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11973"
"2017-12-01 00:00:00","javascript","16969"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9123"
"2017-12-01 00:00:00","python","14935"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3200"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2216"
"2018-01-01 00:00:00","c#","9373"
"2018-01-01 00:00:00","c++","4755"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12342"
"2018-01-01 00:00:00","javascript","18895"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10108"
"2018-01-01 00:00:00","python","16236"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1161"
"2018-01-01 00:00:00","swift","3744"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8581"
"2018-02-01 00:00:00","c++","4569"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12025"
"2018-02-01 00:00:00","javascript","17214"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9113"
"2018-02-01 00:00:00","python","16298"
"2018-02-01 00:00:00","r","4502"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2466"
"2018-03-01 00:00:00","c#","9792"
"2018-03-01 00:00:00","c++","5182"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13559"
"2018-03-01 00:00:00","javascript","19145"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9823"
"2018-03-01 00:00:00","python","17902"
"2018-03-01 00:00:00","r","5103"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4051"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2185"
"2018-04-01 00:00:00","c#","9235"
"2018-04-01 00:00:00","c++","4666"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13485"
"2018-04-01 00:00:00","javascript","17954"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8924"
"2018-04-01 00:00:00","python","16974"
"2018-04-01 00:00:00","r","4732"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","c#","9926"
"2018-05-01 00:00:00","c++","4685"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13470"
"2018-05-01 00:00:00","javascript","18063"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9459"
"2018-05-01 00:00:00","python","17565"
"2018-05-01 00:00:00","r","4733"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3618"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1836"
"2018-06-01 00:00:00","c#","8784"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11790"
"2018-06-01 00:00:00","javascript","17177"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8424"
"2018-06-01 00:00:00","python","16799"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3143"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9402"
"2018-07-01 00:00:00","c++","3914"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11750"
"2018-07-01 00:00:00","javascript","17792"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8541"
"2018-07-01 00:00:00","python","17930"
"2018-07-01 00:00:00","r","4405"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3672"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9481"
"2018-08-01 00:00:00","c++","3901"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11298"
"2018-08-01 00:00:00","javascript","17845"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8467"
"2018-08-01 00:00:00","python","17718"
"2018-08-01 00:00:00","r","4104"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3572"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1837"
"2018-09-01 00:00:00","c#","8359"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10719"
"2018-09-01 00:00:00","javascript","16004"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7648"
"2018-09-01 00:00:00","python","15988"
"2018-09-01 00:00:00","r","3758"
"2018-09-01 00:00:00","ruby","778"
"2018-09-01 00:00:00","swift","3141"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2447"
"2018-10-01 00:00:00","c#","9328"
"2018-10-01 00:00:00","c++","4308"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","792"
"2018-10-01 00:00:00","java","12491"
"2018-10-01 00:00:00","javascript","17400"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8153"
"2018-10-01 00:00:00","python","18132"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3270"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8471"
"2018-11-01 00:00:00","c++","4343"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11700"
"2018-11-01 00:00:00","javascript","16159"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7070"
"2018-11-01 00:00:00","python","17998"
"2018-11-01 00:00:00","r","4230"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2977"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2192"
"2018-12-01 00:00:00","c#","7543"
"2018-12-01 00:00:00","c++","3557"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10437"
"2018-12-01 00:00:00","javascript","14260"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6193"
"2018-12-01 00:00:00","python","15717"
"2018-12-01 00:00:00","r","3398"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2286"
"2019-01-01 00:00:00","c#","8741"
"2019-01-01 00:00:00","c++","3905"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","659"
"2019-01-01 00:00:00","java","11017"
"2019-01-01 00:00:00","javascript","16005"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7168"
"2019-01-01 00:00:00","python","16928"
"2019-01-01 00:00:00","r","3944"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2907"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2054"
"2019-02-01 00:00:00","c#","8352"
"2019-02-01 00:00:00","c++","3732"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10987"
"2019-02-01 00:00:00","javascript","15677"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7270"
"2019-02-01 00:00:00","python","17504"
"2019-02-01 00:00:00","r","4251"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2683"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2381"
"2019-03-01 00:00:00","c#","8953"
"2019-03-01 00:00:00","c++","4422"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12035"
"2019-03-01 00:00:00","javascript","17309"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7776"
"2019-03-01 00:00:00","python","19892"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2949"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9114"
"2019-04-01 00:00:00","c++","4374"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11159"
"2019-04-01 00:00:00","javascript","16154"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7146"
"2019-04-01 00:00:00","python","19805"
"2019-04-01 00:00:00","r","4598"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3074"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2092"
"2019-05-01 00:00:00","c#","9019"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11091"
"2019-05-01 00:00:00","javascript","16132"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6943"
"2019-05-01 00:00:00","python","18881"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3103"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7600"
"2019-06-01 00:00:00","c++","3640"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9628"
"2019-06-01 00:00:00","javascript","14798"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6001"
"2019-06-01 00:00:00","python","17220"
"2019-06-01 00:00:00","r","3946"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3085"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1754"
"2019-07-01 00:00:00","c#","8441"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10822"
"2019-07-01 00:00:00","javascript","16134"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6650"
"2019-07-01 00:00:00","python","19740"
"2019-07-01 00:00:00","r","4203"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3037"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1550"
"2019-08-01 00:00:00","c#","7704"
"2019-08-01 00:00:00","c++","3289"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9083"
"2019-08-01 00:00:00","javascript","15207"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5805"
"2019-08-01 00:00:00","python","18027"
"2019-08-01 00:00:00","r","3951"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2540"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7839"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9667"
"2019-09-01 00:00:00","javascript","14872"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5559"
"2019-09-01 00:00:00","python","16867"
"2019-09-01 00:00:00","r","3937"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2552"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8404"
"2019-10-01 00:00:00","c++","4837"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","635"
"2019-10-01 00:00:00","java","11204"
"2019-10-01 00:00:00","javascript","15966"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6050"
"2019-10-01 00:00:00","python","20435"
"2019-10-01 00:00:00","r","4384"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2514"
"2019-11-01 00:00:00","c#","8016"
"2019-11-01 00:00:00","c++","4730"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10319"
"2019-11-01 00:00:00","javascript","15742"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6073"
"2019-11-01 00:00:00","python","20594"
"2019-11-01 00:00:00","r","4287"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2877"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2146"
"2019-12-01 00:00:00","c#","7206"
"2019-12-01 00:00:00","c++","4199"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9032"
"2019-12-01 00:00:00","javascript","14303"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5227"
"2019-12-01 00:00:00","python","18101"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2663"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7803"
"2020-01-01 00:00:00","c++","4232"
"2020-01-01 00:00:00","delphi","164"
"2020-01-01 00:00:00","go","649"
"2020-01-01 00:00:00","java","9956"
"2020-01-01 00:00:00","javascript","16018"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5893"
"2020-01-01 00:00:00","python","19968"
"2020-01-01 00:00:00","r","4148"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2897"
"2020-02-01 00:00:00","assembly","273"
"2020-02-01 00:00:00","c","1979"
"2020-02-01 00:00:00","c#","7719"
"2020-02-01 00:00:00","c++","4093"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10043"
"2020-02-01 00:00:00","javascript","15728"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5675"
"2020-02-01 00:00:00","python","20039"
"2020-02-01 00:00:00","r","4682"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2760"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2489"
"2020-03-01 00:00:00","c#","7788"
"2020-03-01 00:00:00","c++","4644"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11053"
"2020-03-01 00:00:00","javascript","17571"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5658"
"2020-03-01 00:00:00","python","22685"
"2020-03-01 00:00:00","r","5121"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2912"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8580"
"2020-04-01 00:00:00","c++","6224"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12625"
"2020-04-01 00:00:00","javascript","20896"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6634"
"2020-04-01 00:00:00","python","27628"
"2020-04-01 00:00:00","r","6173"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3452"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3373"
"2020-05-01 00:00:00","c#","8595"
"2020-05-01 00:00:00","c++","6416"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","752"
"2020-05-01 00:00:00","java","12021"
"2020-05-01 00:00:00","javascript","21475"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6529"
"2020-05-01 00:00:00","python","29451"
"2020-05-01 00:00:00","r","6013"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3522"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2594"
"2020-06-01 00:00:00","c#","7899"
"2020-06-01 00:00:00","c++","5630"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10832"
"2020-06-01 00:00:00","javascript","19828"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5931"
"2020-06-01 00:00:00","python","27118"
"2020-06-01 00:00:00","r","5434"
"2020-06-01 00:00:00","ruby","614"
"2020-06-01 00:00:00","swift","3163"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2100"
"2020-07-01 00:00:00","c#","7818"
"2020-07-01 00:00:00","c++","5166"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10449"
"2020-07-01 00:00:00","javascript","19895"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5942"
"2020-07-01 00:00:00","python","26275"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2989"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1897"
"2020-08-01 00:00:00","c#","7072"
"2020-08-01 00:00:00","c++","4784"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","710"
"2020-08-01 00:00:00","java","9314"
"2020-08-01 00:00:00","javascript","18055"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4990"
"2020-08-01 00:00:00","python","23051"
"2020-08-01 00:00:00","r","4497"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2682"
"2020-09-01 00:00:00","assembly","295"
"2020-09-01 00:00:00","c","2163"
"2020-09-01 00:00:00","c#","6461"
"2020-09-01 00:00:00","c++","3926"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","730"
"2020-09-01 00:00:00","java","8948"
"2020-09-01 00:00:00","javascript","16773"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4783"
"2020-09-01 00:00:00","python","21761"
"2020-09-01 00:00:00","r","4761"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2571"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2381"
"2020-10-01 00:00:00","c#","6198"
"2020-10-01 00:00:00","c++","4334"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","591"
"2020-10-01 00:00:00","java","8945"
"2020-10-01 00:00:00","javascript","16439"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4588"
"2020-10-01 00:00:00","python","22815"
"2020-10-01 00:00:00","r","5069"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2346"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2705"
"2020-11-01 00:00:00","c#","5986"
"2020-11-01 00:00:00","c++","4326"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8495"
"2020-11-01 00:00:00","javascript","15541"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4629"
"2020-11-01 00:00:00","python","22215"
"2020-11-01 00:00:00","r","4806"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2168"
"2020-12-01 00:00:00","assembly","298"
